MonthlyCharges,TotalCharges
44.55,343.45
104.1,7412.25
92.55,4039
93.85,170.85
101.45,2948.6
84.3,1308.4
94.55,6078.75
95.5,3418.2
100.3,6603.8
55.5,3166.9
49.85,865.75
89.55,6373.1
19.15,1177.05
99.8,5985.75
84.4,732.5
113.05,7869.05
101.1,1504.05
19.95,936.7
74.15,741.4
92,6585.2
73.85,3122.4
50.45,50.45
24.45,1088.25
24.8,615.35
64.85,2908.2
20.75,739.9
68.95,593.85
99.95,1132.75
109.4,7227.45
91.4,193.6
49,1291.35
50.25,2023.55
75.55,349.65
19.9,153.95
97.8,5458.8
100.3,5244.45
55.8,154.55
111.15,4507.15
98.55,2031.95
50.05,50.05
80.8,332.45
20.85,473.9
19.5,106.8
19.35,152.6
69.5,1199.4
48.8,2555.05
94.5,2979.2
20.65,654.85
106.05,3834.4
100,1534.75
108.3,4586.15
20.55,20.55
99.65,5941.05
85.3,424.15
95.9,2234.95
20,666.75
70.4,281
64.95,547.8
74.6,74.6
49.2,571.15
73.75,1756.6
92.3,5731.45
98.8,3475.55
19.2,156.85
88.65,2683.2
74.4,896.75
98.75,2407.3
95.95,4456.65
105.4,6998.95
20.25,36.8
106,6547.7
104.7,4346.4
49.05,2265
35.55,1309.15
65.1,4754.3
96.85,1235.55
69.75,3562.5
99.2,7213.75
96.7,2082.95
55.05,102.75
106.8,5914.4
51.25,51.25
57.75,1282.85
70.85,4738.85
19.55,19.55
88.2,1775.8
79.5,795.65
19.75,145
98.15,4993.4
20.25,61.45
79.15,4018.55
75.65,1146.65
94.25,6081.4
40.2,1478.85
19.95,243.65
55.35,2633.95
102.15,4735.35
71.1,1247.75
74.7,74.7
54.1,3794.5
19.65,1008.7
88.45,2130.55
76.65,1313.55
80.4,5727.15
19.25,1372.9
84.8,1203.9
25.8,25.8
19.5,1215.1
68.6,2877.05
92.6,1579.7
100.55,5514.95
20.55,96.1
42.6,72.4
19.6,55.25
67.45,2443.3
68.85,1970.5
43.55,335.4
109.85,7002.95
20.65,158.95
95.4,293.15
21,1493.75
56.2,1093.4
18.4,1057.85
90,190.05
25.75,882.55
19.6,300.4
75.35,1025.95
19.8,1436.95
64.2,475
75.75,5388.15
78.95,5730.15
100.85,819.55
50.3,217.1
80.3,4896.35
19.85,1434.1
21.1,937.1
69.95,330.15
50,1474.9
104.75,6536.5
19.85,1128.1
107.5,6873.75
85.9,2199.05
45.85,45.85
80.8,457.1
25.25,566.5
80.55,2471.6
81.5,3107.3
20.9,518.3
106.1,5769.75
91.7,91.7
67.25,832.3
95.6,1555.65
20.35,45.3
45.05,1790.6
74.95,74.95
34.65,246.6
69.35,261.65
95.35,898.35
81.55,4509.5
75.4,5480.25
67.8,653.15
111.4,1183.05
46.3,639.45
20.4,478.75
20.05,20.05
45,127.1
96.1,4391.45
19.65,270.6
99.5,6710.5
60.65,3975.9
98.6,1704.95
59.5,415.95
80.45,950.2
71.7,1497.05
36,780.15
65.2,3512.15
48.95,273.25
53.5,3517.9
80.45,3375.9
109.05,7508.55
26.3,1245.05
106.8,5347.95
64.95,493.65
19.35,1263.85
21.1,385.55
77.95,3384
18.85,84.2
26,1638.7
74.7,165.4
70.35,120.25
96.9,4473.45
19.55,520.55
80.4,5717.85
88.8,88.8
94.65,4312.5
90.25,2755.35
64.65,994.55
95.75,6511.25
19.55,1218.65
104.1,7447.7
89.05,1169.35
20.1,279.5
111.55,5720.35
60.5,3121.45
90.95,6468.6
87.4,5918.8
19.7,675.6
50.95,3521.7
20.05,923.1
19.4,1110.35
59.45,1611.65
94.75,2293.6
81.5,5553.25
29.05,44.75
86.45,3029.1
70.6,3231.05
97.2,5129.45
98.25,5508.35
75.75,655.9
59.2,1191.2
75.9,866.4
90.05,2627.2
70.95,4741.45
102.6,4009.2
85.35,1463.45
106.1,5082.8
43.8,43.8
59,3707.6
69.95,220.45
24.35,1133.7
29.45,1983.15
84.4,5746.75
45.05,770.6
20.65,134.05
87.1,6230.1
19.85,573.05
90.35,3419.3
109.8,3587.25
84.65,3541.35
65.5,3801.3
79.5,868.5
80.95,4859.1
56.15,1439.35
85.8,85.8
79.1,79.1
34.4,592.75
20.75,1185.95
18.8,18.8
44.3,134.5
90.8,4921.2
25.6,901.25
105.95,5341.8
70.8,4859.95
25.4,1139.2
108.8,7082.45
69.75,324.6
94.65,4812.75
96.05,4399.5
76.85,663.55
20.25,174.65
24.8,321.7
115.65,5125.5
74.6,548.9
50.15,50.15
103.15,7031.3
72.1,5016.65
113.6,4594.95
25.1,611.45
78.9,2384.15
80.15,319.85
25.4,153.3
105.4,7035.6
45.75,344.2
24.45,1431.65
25,1849.2
85.25,6083.1
19.6,426.65
50.15,1655.35
70.55,1943.9
60.05,1616.15
26.4,314.95
20.15,804.85
58.85,465.7
97.55,6669.05
19.65,1161.75
25.25,947.75
114.45,8375.05
34.7,34.7
70.7,3770
85.3,264.8
75.55,4707.85
84.8,6152.4
20.65,958.1
20.45,943
102.45,6615.15
104.4,2200.25
35.65,425.1
99.75,99.75
90.45,5044.8
97.65,6743.55
73.85,196.4
74.4,299.7
69.1,2093.9
82.75,417.75
24.4,1725.4
55.25,1620.2
61.35,3169.55
76.75,5233.25
19.4,967.85
54.75,438.05
19.7,1421.9
19.9,323.15
107.95,318.6
83.8,163.7
74.25,639.65
56.4,2928.5
20.1,100.35
94.9,273.2
94.2,1608.15
49.9,1441.95
71.05,2168.15
81.65,3618.7
89.45,5692.65
59.85,59.85
69.6,69.6
99,5969.3
19.05,19.05
45.4,418.8
114.45,8100.55
19.5,19.5
44.25,313.45
90.55,6130.95
69.9,69.9
20.4,745.3
71.4,1212.1
87.15,183.75
24.85,1583.5
104.45,4162.05
19.8,1119.9
116.45,8013.55
84.75,264.85
20.05,1102.4
110.75,5832
89.7,4304.5
89.95,1178.4
48.7,1421.75
96.6,6827.5
74.3,4698.05
54.3,654.5
74.85,3268.05
79.95,4362.05
20.05,1386.9
19.4,415.4
54.9,2614.1
24.45,1513.6
89.65,3161.6
45.4,80.95
75.7,4676.7
110.65,6526.65
20.55,583.3
115.15,8078.1
58.55,3503.5
93.25,6669.45
113.2,4689.5
90.5,1201.15
79,143.65
19.35,1292.65
48.75,48.75
109.05,7108.2
25,1802.55
54.9,1505.15
24.75,1859.1
91.15,168.5
20.15,390.85
104.35,6339.45
66.05,1652.4
71.65,71.65
20.35,77.5
92.2,6392.85
84.25,3264.5
105.2,4599.15
19.6,1134.25
30.4,1621.35
78.1,947.3
61.5,2722.2
69.4,3058.3
24.75,1769.6
91.05,6293.75
89.65,1761.05
73.65,1642.75
19.4,578.5
26.2,954.9
98.7,973.25
43.85,43.85
69.7,1490.4
38.55,280
53.1,1901.25
20.65,716.4
64.45,4720
25.1,930.95
76.35,76.35
79.15,1676.95
85,2642.05
95.15,6770.85
79.35,1835.3
96.65,1588.25
75.5,75.5
19.7,258.35
20.5,1502.25
19.2,19.2
98.35,6929.4
74.35,4453.3
51.35,3244.4
45.65,323.45
85.3,2661.1
86.55,2697.4
73.85,1424.5
20.3,1401.15
54.2,1739.6
90.65,5931
50.9,2333.85
25.05,949.85
74.85,572.45
20.5,696.8
63.55,1381.8
44.85,2572.95
47.95,47.95
45.1,45.1
45,45
96,2122.45
20.05,20.05
90.05,4931.8
25.3,116.95
108.65,6937.95
24.3,1261.7
75.95,3273.8
19.7,1415.85
66.4,3958.2
35.75,2492.25
18.8,279.2
19.4,1083
19.3,755.5
45.55,402.6
67.45,3252
35.1,68.75
46.2,46.2
45.15,45.15
43.3,43.3
20.1,936.85
57.15,2250.65
58.9,3857.1
73.2,1441.1
85.35,4338.6
19.45,1378.45
45.95,45.95
50.5,2566.3
25.1,171
60.7,1597.4
99,4744.35
104.4,6721.6
83.75,247.25
44.05,44.05
24.1,1734.65
45.55,45.55
93.8,4539.35
19.7,804.25
70.65,5011.15
86.45,3574.5
114.1,8086.4
95.2,4563
88.55,6362.35
20.75,67.1
70.05,70.05
86,165.45
44.65,1156.55
60.2,1834.15
100.5,3653.35
55.45,1477.65
70.3,1706.45
60.4,3953.7
72.65,1194.3
55.8,1327.85
31.1,419.7
21,21
45.1,45.1
50.95,207.35
69.1,1083.7
43.95,2007.85
86.5,5882.75
69.95,2657.55
50.4,1527.5
78.95,378.4
90.95,1612.2
19.9,76.65
20.15,260.7
90.6,6441.85
92,266.8
94.45,5124.6
24.85,962.25
36,1382.9
78.5,571.05
19.95,1399.35
20.65,150
30.5,167.2
106.1,7657.4
20.5,865.05
95.5,6153.85
64.6,174.2
51.1,1269.6
84.8,3862.55
89.1,6352.4
54.95,1348.5
50.9,50.9
20.45,471.55
85.95,5931.75
60.35,1404.65
19.8,726.1
85.35,1961.6
72.1,4194.85
99.8,4872.45
107.35,5118.95
19.55,658.95
81.05,81.05
20.5,76.95
111.8,5809.75
20.2,20.2
19.7,415.9
79.1,246.5
19.85,996.95
60.5,3145.15
19.55,265.3
20.9,20.9
21.05,21.05
71.5,4576.3
54.65,189.1
19.2,908.15
49.8,49.8
25.5,215.2
20.5,1500.95
90.4,5099.15
90.25,6385.95
80.75,159.45
104.6,6885.75
91.85,5940.85
50.2,668.85
95.5,1916.2
75.35,75.35
75.45,75.45
95.4,4613.95
101.3,7261.25
53.1,2459.8
84.85,2048.8
34.25,163.55
88.6,2888.7
60.15,2421.6
99.95,2292.75
70.7,553.4
54.8,3465.7
49.55,1210.4
54.8,1291.3
78.6,5356.45
100.3,5200.8
53.6,3237.05
81.1,576.65
19.35,433.75
85.6,1868.4
80.8,5728.55
74.95,825.7
19.6,390.4
93.55,93.55
90.7,2845.15
69.75,3894.4
20,886.4
95.25,1021.55
102.1,5885.4
19.95,268.4
80.85,2204.35
90.9,1259
29.2,309.1
93.3,6398.05
89.15,2257.75
108.85,6287.25
46.35,1662.05
84.75,1350.15
78.75,3600.65
83.55,1329.15
45.7,45.7
19.6,422.5
69.95,69.95
67.85,4627.65
105.65,6717.9
44.6,97.1
74.95,1710.45
75.5,637.4
20.15,117.95
45.2,2460.55
95.25,5464.65
89.85,2165.05
100.45,4941.8
47.15,223.15
80.2,181.1
87.1,341.45
79.25,5731.85
75.9,357.75
85.7,4616.1
98.75,4533.7
20.1,589.25
61.8,750.1
49.9,1410.25
86.45,830.85
20.4,743.5
45.3,45.3
104.1,7040.85
75.4,3865.45
108.15,6825.65
86.25,1340.1
81,371.65
95.7,1184
116.85,8477.7
105.75,7382.85
20.15,456.85
19.6,331.6
90.6,6056.15
60.95,134.6
25.05,125.5
88.15,1390.6
20.2,20.2
60.3,2511.3
63.95,2737.05
74.3,74.3
70.6,70.6
90.8,2361.8
79.35,1730.35
90.55,6404
19.45,165.35
64.45,1867.6
69.65,1043.3
19.5,128.6
110.5,7455.45
24.7,24.7
77.4,206.15
96.8,2030.3
85.4,5869.4
47.6,3377.8
19.4,1346.2
103.85,4946.05
83.35,4065
49.4,106.55
108.45,4964.7
81,4085.75
79.2,1742.75
86.65,6224.8
92.95,3415.25
90.35,6325.25
48.7,340.25
25.15,1683.6
76.4,3966.3
19.55,608.5
85.35,2896.6
24.8,1514.85
103.15,6792.45
100.75,4669.2
95.6,95.6
59.75,2934.3
94.1,6302.8
19.35,779.2
19.9,283.75
108.15,4600.7
101.05,5594
59.1,772.85
71.35,71.35
55.85,857.8
106.05,7554.05
84.1,5981.65
75.3,1702.9
24.7,467.15
20.15,20.15
69.75,69.75
93.2,2931
80.85,1400.85
33.65,137.85
55.8,1941.5
39.7,1932.75
29.5,1423.05
20.15,970.85
79.55,5810.9
24.8,223.9
19.65,391.7
79.95,79.95
19.3,19.3
94.05,811.65
90.75,174.75
78.85,3126.85
99.5,6841.45
99.2,3754.6
80.55,1406.65
70.2,834.7
85.2,627.4
75.25,242
59.45,3157
93.35,3092
44.95,2168.9
26.1,980.35
20.2,65.95
21.25,711.9
59.4,1952.8
95,4368.85
61.9,2647.1
118.65,8477.6
54.35,54.35
64.45,4528
80.15,1790.65
20.2,845.6
21,1210.3
20.45,20.45
75.85,854.45
80.45,2429.1
24.95,100.4
75.5,5229.45
44.45,44.45
42.35,1716.45
74.55,3023.55
75.3,75.3
94.8,4837.6
48.15,2032.3
19.65,436.9
70.55,70.55
20.15,20.15
106.6,5893.95
91,1430.05
25.4,313
69.95,3871.85
66.85,458.1
86.15,2745.7
20.15,341.35
64.85,1336.8
74.85,2181.75
50.5,147.75
72.9,818.45
115.05,7133.45
19,348.8
19.55,128.6
101.1,4674.4
84.1,1737.45
24.15,1498.85
50.1,50.1
74.6,1797.75
19.75,498.1
85,2624.25
80.55,184.1
106.8,5498.8
84.5,4845.4
25.05,369.1
83.7,6096.9
75.8,160.75
96.6,2684.35
98.5,3004.15
101.1,6994.8
20.2,273.25
94.05,5483.9
95.25,1233.65
74.4,527.9
81,4985.9
60.25,1258.35
60.85,111.4
43.95,43.95
86.05,308.1
20.25,383.65
85.15,2555.9
19.4,1284.2
102.65,7550.3
19.9,1110.05
19.55,99.6
95.5,6707.15
84.15,4164.4
103.2,5873.75
50.2,109.25
88.55,179.25
54.75,1338.15
19.95,862.4
116.25,8564.75
31.2,926.2
24.45,1718.2
84.2,5956.85
91.3,91.3
85.65,4824.45
21.2,1238.65
79.5,79.5
25.55,672.2
20.2,382.2
63.85,4264.6
61.95,1070.7
25.75,1345.85
58.2,1045.25
85.85,3003.55
70.1,467.55
104.9,7537.5
111.3,7482.1
99.85,3343.15
95.25,5427.05
86.25,587.1
100.8,100.8
19.55,161.15
104,7028.5
104.4,5232.9
19.5,225.85
25.25,274.7
86.3,1180.95
49.85,3370.2
108.95,7111.3
89.9,5958.85
82,5999.85
89.95,1648.45
79.35,5753.25
64.05,4492.9
101.15,3956.7
89.95,2625.55
76.45,1233.4
39.1,1309
34.6,813.45
19.55,1108.8
104.45,7349.35
70.5,294.2
20.35,929.2
70,740
19.45,754.5
69.9,3883.3
59.7,1414.2
78.35,3211.2
71.45,371.6
45.85,1246.4
95.85,95.85
35.7,2545.7
89.55,6448.85
24.95,1468.9
24.85,1013.6
100.8,6690.75
64.4,2088.75
105.35,7240.65
102.45,102.45
19.65,830.25
54.45,1588.7
70.5,829.3
20.1,302.45
69.35,712.25
19.8,1336.65
74.4,5360.75
93.05,6735.05
51.2,51.2
65.6,1010
80.55,4847.05
52.7,3019.7
20.85,161.65
80.1,217.55
52.15,2583.75
80.2,146.05
98.15,567.45
114.95,7711.25
112.95,1384.75
104.45,5481.25
113.65,8124.2
20.6,827.3
70.9,70.9
86.85,220.95
91.55,3673.6
49.85,49.85
19.8,576.65
99.85,2331.3
74.5,74.5
104.15,4495.65
109.15,6941.2
48.2,340.35
25.1,1789.9
100.15,908.55
65.2,1043.35
99.5,6822.15
71.55,71.55
55.9,157.55
93.9,5029.2
64.4,581.7
108.4,7318.2
85.3,420.45
107.45,7576.7
48.75,633.4
85.65,321.65
91.3,4965
85.95,6151.9
106.7,1253.9
25.15,25.15
45.2,45.2
110.35,5893.15
79.2,5420.65
55.5,2627.35
103.25,5037.55
90.25,743.75
91.25,6589.6
47.8,92.45
100.9,6733.15
97.7,3410
69.85,199.85
65.6,593.3
104.65,7288.4
90.45,5229.8
63.7,4464.8
104.5,5068.05
20.1,401.85
104.3,4451.85
93.25,6688.95
73.45,2661.1
20.7,73.05
25.25,1211.65
100.5,7030.65
90.6,1020.2
89.4,5597.65
95.45,6223.3
20.45,1024.65
98.6,2933.2
83.05,1258.3
19.95,82.9
109.15,7789.6
85.7,2067
102.05,3452.55
94.7,5468.95
64.4,1802.15
26.8,733.55
66.05,3021.45
65.2,3687.85
85.05,1391.15
55.8,274.35
70.4,1214.05
104.75,5510.65
19.95,1322.85
94.25,1973.75
45,2196.3
114.9,7843.55
106.4,3211.9
46.1,130.15
39.7,692.35
20.05,85.5
95.75,6849.4
24.4,203.95
33.6,2117.2
90.45,6565.85
84,424.75
67.4,3306.85
19.7,168.9
80.35,253.8
19.6,197.4
54.2,3838.2
45.2,2065.15
75.1,5064.45
19.7,1140.05
72.75,2447.45
20.05,1263.9
45.95,45.95
39.2,1838.15
44.75,44.75
82.65,1185
93.9,1743.9
70.15,70.15
85.55,85.55
117.15,8529.5
99.25,6549.45
112.55,7806.5
25.7,25.7
90.3,6287.3
49.4,3251.85
19.4,50.6
109.7,7904.25
61.25,729.95
55.3,2654.05
70.3,2416.55
106.35,3520.75
103.75,5969.95
19.5,226.8
39.5,1082.75
26.05,565.75
91.05,4370.75
29.65,90.05
50.2,2169.4
105.3,550.6
55.45,55.45
85.45,6300.85
19.8,160.05
59.25,436.6
90.7,1781.35
103.7,3467
79.05,5552.5
90.7,2835.5
95,3591.25
88.35,88.35
30.25,63.75
49.85,617.15
93,870.25
54.55,601.25
19.7,111.65
84.8,6046.1
94.45,3923.8
94.2,777.3
96.25,512.45
70.7,141.45
20.85,892.15
60,1682.05
80.45,3398.9
84.95,4984.85
33.55,1445.3
49.65,305.55
20.2,507.9
94.55,3640.45
100.5,2673.45
35.75,389.8
86.45,2401.05
53.8,651.55
38.55,156.1
39.9,2796.35
70.05,70.05
20.1,407.05
112.95,6465
20.3,511.25
35.65,646.05
35.9,35.9
99.25,3777.15
82.95,4903.15
55.65,1653.85
24.45,47.5
25.2,1306.3
50.8,463.6
19.65,60.65
59.8,824.85
73.55,2094.65
61.4,438.9
103.35,847.3
19.9,329.75
19.45,674.55
81.5,162.55
84.8,546.95
109.55,7887.25
99.95,3186.65
74.4,1972.35
90,1527.35
74.9,490.55
104.85,1531.4
59.65,683.25
110.45,8058.85
106.1,2847.4
74.2,1133.9
74.45,294.45
24.55,1719.15
89.35,461.7
24.55,1160.45
90.65,5199.8
105.05,5163.3
20.45,162.3
19.55,883.35
19.7,1341.5
70.45,70.45
85.65,659.45
77.15,77.15
35.25,35.25
20.55,1205.05
97.95,4917.9
48.55,201
20,599.3
25.25,1733.15
98.4,5149.5
70.9,4677.1
19.85,119.3
106.35,4849.1
99.5,5424.25
84.7,5878.9
86.05,244.85
44.55,220.75
75.85,4261.2
93.85,5574.75
25,1501.75
45,89.75
100.7,4541.2
20.5,255.5
80.45,1072
90.45,2509.25
60.45,1440.75
55.25,1715.65
78.45,5333.35
100.55,3895.35
20.35,869.9
54.45,706.85
90.75,512.25
75.35,2636.05
20.25,814.75
20.05,388.6
19.6,93.45
53.8,1389.85
70.2,2894.55
75.5,4025.6
20.35,1354.4
26.05,1856.4
20.6,926
75.7,189.2
20.1,682.1
24.3,1778.7
24.5,1816.2
110.5,7069.25
25.25,1841.2
74.25,74.25
90.1,2656.7
68.75,1689.45
19.2,1054.75
89.7,2187.55
115.1,7334.05
96.4,1581.2
69.5,69.5
99.65,2404.85
91.45,171.45
84.75,2839.45
85.25,3132.75
78.75,3942.45
20.25,873.4
19.9,1529.65
97.75,6991.6
19.4,19.4
83.3,803.3
80.1,679.3
62.7,2791.5
100.4,715
24.45,1681.6
101.1,4016.2
50.9,3281.65
107.2,7317.1
92.2,6474.45
25.3,676.35
113.4,8164.1
40.55,1325.85
26,1654.85
111.95,7795.95
53.8,3952.45
72.1,2495.15
98.15,1230.25
78.85,876.75
70.75,4263.45
76.15,1992.95
39.1,1982.1
69.95,562.7
20.05,33.7
20.05,1090.1
19.45,227.45
26.9,1250.85
19.2,37.2
50,892.7
60,487.75
84.55,3713.95
45.45,141.7
20.05,678.2
115.55,8425.3
93.7,4154.8
99,7061.65
50.55,3364.55
105.95,2655.25
82,1425.45
25,332.5
91.55,5963.95
95.75,5742.9
19.35,278.85
24.85,1871.85
94.05,2866.45
100.4,4303.65
25,1753
54.75,54.75
95.65,3759.05
19.25,617.65
108.25,5935.1
94.6,94.6
98.9,2911.3
20.15,982.95
101.3,2974.5
20,198.7
105.3,1275.65
69.85,4003
65.25,3791.6
19.8,813.3
19.6,780.25
20.05,552.9
49.4,408.25
76.05,231.8
88.4,2191.15
100.6,5611.7
19.45,246.25
20.3,1296.15
107.65,7082.85
80.45,5662.25
58.85,1215.45
109.6,7854.15
75.15,525
73,5265.2
70.1,70.1
98.65,7129.45
111.45,7266.95
114.9,8496.7
100.55,2878.75
20.4,261.3
104.35,3205.6
69.75,69.75
34.5,279.25
105.55,6281.45
30.1,1131.3
70.3,738.2
80.45,1137.05
80.2,80.2
94.35,6341.45
91.35,6697.2
44.6,260.8
19.6,19.6
19.9,505.45
110.45,3655.45
68.35,1299.8
79.1,5564.85
51,1381.8
80.55,188.1
66.7,1077.05
86.4,4922.4
50.05,2911.5
25.7,826.1
83.4,83.4
70.7,140.7
84.65,5377.8
99.25,665.45
64.75,3617.1
100.15,6643.5
84.8,84.8
25.25,1559.3
113,7987.6
40.65,1547.35
105,5426.85
54.45,1127.35
94.95,2142.8
59.9,287.85
85.3,4045.65
83.35,2757.85
33.5,600
19.8,19.8
81.8,4534.45
20,40.9
59.6,2094.9
25,1584.8
84.35,1302.65
90.35,2238.5
55.55,55.55
75.35,5437.75
90.75,90.75
89.6,365.65
59.3,2209.15
66.1,1912.15
18.8,255.55
86.45,5175.3
52.1,670.65
47.4,3177.25
49.25,90.35
109.15,6557.75
94.95,5791.85
93.55,3055.5
79.5,5196.1
115.05,8405
19.75,19.75
95.15,1789.25
95.15,5000.05
105.4,6713.2
20.1,562.6
101.35,2317.1
20.05,91.45
20.7,828.85
20.35,617.35
70.05,266.9
19.7,625.05
74.65,301.4
85.45,6029.9
40.4,1842.7
50.4,206.6
79.65,604.7
105.2,7386.05
100.65,7334.05
79.85,1471.75
91,2626.15
78.75,412.1
116.75,8277.05
80.45,583.45
59.1,369.25
49.8,1049.05
19.3,1414.8
19.65,169.75
81.4,4354.45
38.9,2719.2
87.95,6365.35
19.85,51.6
96.35,3190.25
24.15,812.5
19.1,1143.8
44,44
50.1,50.1
60.6,3297
25.65,1887
76.4,151.8
98.7,293.65
100.8,1308.1
53.95,2215.4
20.4,482.8
90.1,2598.95
29.35,216.45
20.45,20.45
95.1,5064.85
25.25,996.45
44.9,839.65
92.65,6733
43.7,2618.3
72.6,4084.35
51.55,765.5
79.25,793.55
18.95,613.95
20.5,402.85
19.95,1244.8
24.5,46.4
20.6,581.85
94.85,462.8
61.05,1540.2
85.7,169.8
106.65,5168.1
108.25,6780.1
20.4,94.5
55.3,55.3
20.25,208
72.95,3829.75
89.45,5294.6
104.65,6889.8
75.2,3254.35
101.15,6383.9
44.4,44.4
89.5,477.7
68.75,4447.55
111.05,7321.05
99,4135
86.05,86.05
21,697.7
19.4,168.65
44.55,174.3
77.2,2753.8
19.45,69.25
24.85,434.8
35.4,1077.5
95.65,95.65
41.35,107.25
19.6,851.2
20.95,20.95
84.45,5848.6
20.25,109.8
19.65,19.65
20.65,595.5
34.7,329.8
99.3,2513.5
81.05,5135.35
67.6,2000.2
70.15,931.75
115,7396.15
84.8,3958.85
19.7,260.9
19.75,297.3
92.55,1515.1
63.15,816.8
74,4868.4
29.1,688
50.05,288.35
60.05,3229.65
74.3,1178.25
20,185.4
74.65,966.25
85.35,758.6
74.3,1863.8
44.4,265.8
85.4,3297
94.1,4107.3
98.1,396.3
108.9,2809.05
56.2,1567.55
26.1,1851.45
85.45,6028.95
88.95,2072.75
109.65,5551.15
74.35,4317.35
48.85,736.8
80.1,336.15
56.05,1522.65
74.55,622.9
89.8,4959.6
100.95,329.95
94.9,1048.85
19.1,1001.5
20.35,442.6
106.05,6703.5
104.9,3351.55
19.65,779.25
24.1,259.8
59.85,3483.45
86.1,4890.5
19.45,136.75
